 0.00000000e+00 -2.09592741e-25  0.00000000e+00  2.53064147e-24  0.00000000e+00  1.02563460e-12  0.00000000e+00  2.22819999e-12 
 1.00000000e-02  3.20714575e-13  1.00000000e-02  6.53976983e-13  1.00000000e-02  1.02633951e-12  1.00000000e-02  2.23101960e-12 
 2.00000000e-02  5.37367769e-13  2.00000000e-02  1.09777157e-12  2.00000000e-02  1.02492970e-12  2.00000000e-02  2.22679018e-12 
 3.00000000e-02  6.83805966e-13  3.00000000e-02  1.39929404e-12  3.00000000e-02  1.02351989e-12  3.00000000e-02  2.23031470e-12 
 4.00000000e-02  7.82861430e-13  4.00000000e-02  1.60455864e-12  4.00000000e-02  1.02704441e-12  4.00000000e-02  2.22960979e-12 
 5.00000000e-02  8.50047546e-13  5.00000000e-02  1.74444894e-12  5.00000000e-02  1.02422480e-12  5.00000000e-02  2.23101960e-12 
 6.00000000e-02  8.95679034e-13  6.00000000e-02  1.83999641e-12  6.00000000e-02  1.02422480e-12  6.00000000e-02  2.23101960e-12 
 7.00000000e-02  9.26705802e-13  7.00000000e-02  1.90502376e-12  7.00000000e-02  1.02774931e-12  7.00000000e-02  2.23101960e-12 
 8.00000000e-02  9.47874936e-13  8.00000000e-02  1.94881589e-12  8.00000000e-02  1.02774931e-12  8.00000000e-02  2.23242941e-12 
 9.00000000e-02  9.62105175e-13  9.00000000e-02  1.97734245e-12  9.00000000e-02  1.02351989e-12  9.00000000e-02  2.23313431e-12 
 1.00000000e-01  9.71621372e-13  1.00000000e-01  1.99470070e-12  1.00000000e-01  1.02281499e-12  1.00000000e-01  2.22960979e-12 
 1.10000000e-01  9.77546968e-13  1.10000000e-01  2.00397459e-12  1.10000000e-01  1.02351989e-12  1.10000000e-01  2.22890489e-12 
 1.20000000e-01  9.80983372e-13  1.20000000e-01  2.00853443e-12  1.20000000e-01  1.02281499e-12  1.20000000e-01  2.23242941e-12 
 1.30000000e-01  9.82723603e-13  1.30000000e-01  2.01073726e-12  1.30000000e-01  1.02140518e-12  1.30000000e-01  2.22679018e-12 
 1.40000000e-01  9.83516619e-13  1.40000000e-01  2.01183867e-12  1.40000000e-01  1.02633951e-12  1.40000000e-01  2.22890489e-12 
 1.50000000e-01  9.83957184e-13  1.50000000e-01  2.01245546e-12  1.50000000e-01  1.02422480e-12  1.50000000e-01  2.23101960e-12 
 1.60000000e-01  9.84177466e-13  1.60000000e-01  2.01302819e-12  1.60000000e-01  1.02351989e-12  1.60000000e-01  2.23242941e-12 
 1.70000000e-01  9.84353692e-13  1.70000000e-01  2.01333659e-12  1.70000000e-01  1.01858557e-12  1.70000000e-01  2.22749508e-12 
 1.80000000e-01  9.84353692e-13  1.80000000e-01  2.01360093e-12  1.80000000e-01  1.02704441e-12  1.80000000e-01  2.22819999e-12 
 1.90000000e-01  9.84573974e-13  1.90000000e-01  2.01382121e-12  1.90000000e-01  1.02704441e-12  1.90000000e-01  2.23031470e-12 
 2.00000000e-01  9.84662087e-13  2.00000000e-01  2.01408555e-12  2.00000000e-01  1.02633951e-12  2.00000000e-01  2.22819999e-12 
 2.10000000e-01  9.84662087e-13  2.10000000e-01  2.01430583e-12  2.10000000e-01  1.02422480e-12  2.10000000e-01  2.23101960e-12 
 2.20000000e-01  9.84662087e-13  2.20000000e-01  2.01439394e-12  2.20000000e-01  1.01929047e-12  2.20000000e-01  2.23242941e-12 
 2.30000000e-01  9.84750200e-13  2.30000000e-01  2.01461423e-12  2.30000000e-01  1.02422480e-12  2.30000000e-01  2.23172451e-12 
 2.40000000e-01  9.84838313e-13  2.40000000e-01  2.01479045e-12  2.40000000e-01  1.01999538e-12  2.40000000e-01  2.23101960e-12 
 2.50000000e-01  9.84882370e-13  2.50000000e-01  2.01483451e-12  2.50000000e-01  1.02633951e-12  2.50000000e-01  2.23172451e-12 
 2.60000000e-01  9.85014539e-13  2.60000000e-01  2.01505479e-12  2.60000000e-01  1.02281499e-12  2.60000000e-01  2.22960979e-12 
 2.70000000e-01  9.84926426e-13  2.70000000e-01  2.01514290e-12  2.70000000e-01  1.02704441e-12  2.70000000e-01  2.23101960e-12 
 2.80000000e-01  9.85102652e-13  2.80000000e-01  2.01523102e-12  2.80000000e-01  1.02704441e-12  2.80000000e-01  2.23242941e-12 
 2.90000000e-01  9.85102652e-13  2.90000000e-01  2.01549535e-12  2.90000000e-01  1.02774931e-12  2.90000000e-01  2.22890489e-12 
 3.00000000e-01  9.85278878e-13  3.00000000e-01  2.01558347e-12  3.00000000e-01  1.02774931e-12  3.00000000e-01  2.22960979e-12 
 3.10000000e-01  9.85190765e-13  3.10000000e-01  2.01567158e-12  3.10000000e-01  1.02563460e-12  3.10000000e-01  2.23031470e-12 
 3.20000000e-01  9.85366991e-13  3.20000000e-01  2.01584781e-12  3.20000000e-01  1.02986402e-12  3.20000000e-01  2.22819999e-12 
 3.30000000e-01  9.85190765e-13  3.30000000e-01  2.01593592e-12  3.30000000e-01  1.01929047e-12  3.30000000e-01  2.22960979e-12 
 3.40000000e-01  9.85366991e-13  3.40000000e-01  2.01602403e-12  3.40000000e-01  1.02704441e-12  3.40000000e-01  2.23031470e-12 
 3.50000000e-01  9.85278878e-13  3.50000000e-01  2.01611214e-12  3.50000000e-01  1.02351989e-12  3.50000000e-01  2.22960979e-12 
 3.60000000e-01  9.85455104e-13  3.60000000e-01  2.01628837e-12  3.60000000e-01  1.02422480e-12  3.60000000e-01  2.22749508e-12 
 3.70000000e-01  9.85455104e-13  3.70000000e-01  2.01646460e-12  3.70000000e-01  1.02633951e-12  3.70000000e-01  2.22960979e-12 
 3.80000000e-01  9.85455104e-13  3.80000000e-01  2.01646460e-12  3.80000000e-01  1.02070028e-12  3.80000000e-01  2.22960979e-12 
 3.90000000e-01  9.85543217e-13  3.90000000e-01  2.01655271e-12  3.90000000e-01  1.02070028e-12  3.90000000e-01  2.22960979e-12 
 4.00000000e-01  9.85631330e-13  4.00000000e-01  2.01672894e-12  4.00000000e-01  1.02422480e-12  4.00000000e-01  2.23031470e-12 
 4.10000000e-01  9.85719443e-13  4.10000000e-01  2.01699327e-12  4.10000000e-01  1.02845422e-12  4.10000000e-01  2.22890489e-12 
 4.20000000e-01  9.85719443e-13  4.20000000e-01  2.01699327e-12  4.20000000e-01  1.02492970e-12  4.20000000e-01  2.22960979e-12 
 4.30000000e-01  9.85719443e-13  4.30000000e-01  2.01708139e-12  4.30000000e-01  1.02351989e-12  4.30000000e-01  2.23031470e-12 
 4.40000000e-01  9.85807556e-13  4.40000000e-01  2.01725761e-12  4.40000000e-01  1.02351989e-12  4.40000000e-01  2.23031470e-12 
 4.50000000e-01  9.85719443e-13  4.50000000e-01  2.01725761e-12  4.50000000e-01  1.02704441e-12  4.50000000e-01  2.22819999e-12 
 4.60000000e-01  9.85719443e-13  4.60000000e-01  2.01743384e-12  4.60000000e-01  1.02492970e-12  4.60000000e-01  2.23242941e-12 
 4.70000000e-01  9.85719443e-13  4.70000000e-01  2.01743384e-12  4.70000000e-01  1.02422480e-12  4.70000000e-01  2.23101960e-12 
 4.80000000e-01  9.85807556e-13  4.80000000e-01  2.01752195e-12  4.80000000e-01  1.02633951e-12  4.80000000e-01  2.23031470e-12 
 4.90000000e-01  9.85807556e-13  4.90000000e-01  2.01778629e-12  4.90000000e-01  1.02633951e-12  4.90000000e-01  2.23031470e-12 
 5.00000000e-01  9.86071894e-13  5.00000000e-01  2.01787440e-12  5.00000000e-01  1.02140518e-12  5.00000000e-01  2.22819999e-12 
 5.10000000e-01  9.85807556e-13  5.10000000e-01  2.01796252e-12  5.10000000e-01  1.02704441e-12  5.10000000e-01  2.23101960e-12 
 5.20000000e-01  9.85983781e-13  5.20000000e-01  2.01813874e-12  5.20000000e-01  1.02633951e-12  5.20000000e-01  2.23172451e-12 
 5.30000000e-01  9.86160007e-13  5.30000000e-01  2.01813874e-12  5.30000000e-01  1.02845422e-12  5.30000000e-01  2.22960979e-12 
 5.40000000e-01  9.86160007e-13  5.40000000e-01  2.01831497e-12  5.40000000e-01  1.02492970e-12  5.40000000e-01  2.22749508e-12 
 5.50000000e-01  9.86160007e-13  5.50000000e-01  2.01849119e-12  5.50000000e-01  1.02704441e-12  5.50000000e-01  2.22960979e-12 
 5.60000000e-01  9.85983781e-13  5.60000000e-01  2.01849119e-12  5.60000000e-01  1.02211009e-12  5.60000000e-01  2.23031470e-12 
 5.70000000e-01  9.86336233e-13  5.70000000e-01  2.01866742e-12  5.70000000e-01  1.02563460e-12  5.70000000e-01  2.22819999e-12 
 5.80000000e-01  9.86336233e-13  5.80000000e-01  2.01866742e-12  5.80000000e-01  1.02633951e-12  5.80000000e-01  2.23172451e-12 
 5.90000000e-01  9.86160007e-13  5.90000000e-01  2.01884365e-12  5.90000000e-01  1.02563460e-12  5.90000000e-01  2.23242941e-12 
 6.00000000e-01  9.86160007e-13  6.00000000e-01  2.01884365e-12  6.00000000e-01  1.02140518e-12  6.00000000e-01  2.22960979e-12 
 6.10000000e-01  9.86336233e-13  6.10000000e-01  2.01901987e-12  6.10000000e-01  1.02281499e-12  6.10000000e-01  2.22960979e-12 
 6.20000000e-01  9.86336233e-13  6.20000000e-01  2.01901987e-12  6.20000000e-01  1.02633951e-12  6.20000000e-01  2.22960979e-12 
 6.30000000e-01  9.86512459e-13  6.30000000e-01  2.01919610e-12  6.30000000e-01  1.02422480e-12  6.30000000e-01  2.23031470e-12 
 6.40000000e-01  9.86336233e-13  6.40000000e-01  2.01919610e-12  6.40000000e-01  1.02845422e-12  6.40000000e-01  2.23101960e-12 
 6.50000000e-01  9.86688685e-13  6.50000000e-01  2.01937232e-12  6.50000000e-01  1.02633951e-12  6.50000000e-01  2.23101960e-12 
 6.60000000e-01  9.86512459e-13  6.60000000e-01  2.01937232e-12  6.60000000e-01  1.02422480e-12  6.60000000e-01  2.22960979e-12 
 6.70000000e-01  9.86512459e-13  6.70000000e-01  2.01954855e-12  6.70000000e-01  1.02422480e-12  6.70000000e-01  2.22890489e-12 
 6.80000000e-01  9.86512459e-13  6.80000000e-01  2.01954855e-12  6.80000000e-01  1.02563460e-12  6.80000000e-01  2.23031470e-12 
 6.90000000e-01  9.86688685e-13  6.90000000e-01  2.01990100e-12  6.90000000e-01  1.02492970e-12  6.90000000e-01  2.23101960e-12 
 7.00000000e-01  9.86688685e-13  7.00000000e-01  2.01972478e-12  7.00000000e-01  1.02563460e-12  7.00000000e-01  2.22819999e-12 
 7.10000000e-01  9.86512459e-13  7.10000000e-01  2.02007723e-12  7.10000000e-01  1.02633951e-12  7.10000000e-01  2.23031470e-12 
 7.20000000e-01  9.86688685e-13  7.20000000e-01  2.01972478e-12  7.20000000e-01  1.02351989e-12  7.20000000e-01  2.23101960e-12 
 7.30000000e-01  9.86688685e-13  7.30000000e-01  2.02007723e-12  7.30000000e-01  1.02704441e-12  7.30000000e-01  2.22819999e-12 
 7.40000000e-01  9.87041137e-13  7.40000000e-01  2.02025345e-12  7.40000000e-01  1.02211009e-12  7.40000000e-01  2.23031470e-12 
 7.50000000e-01  9.86688685e-13  7.50000000e-01  2.02025345e-12  7.50000000e-01  1.02704441e-12  7.50000000e-01  2.22819999e-12 
 7.60000000e-01  9.86864911e-13  7.60000000e-01  2.02042968e-12  7.60000000e-01  1.02633951e-12  7.60000000e-01  2.23031470e-12 
 7.70000000e-01  9.86864911e-13  7.70000000e-01  2.02060590e-12  7.70000000e-01  1.02845422e-12  7.70000000e-01  2.22960979e-12 
 7.80000000e-01  9.86864911e-13  7.80000000e-01  2.02042968e-12  7.80000000e-01  1.02211009e-12  7.80000000e-01  2.22679018e-12 
 7.90000000e-01  9.87217363e-13  7.90000000e-01  2.02078213e-12  7.90000000e-01  1.02281499e-12  7.90000000e-01  2.23031470e-12 
 8.00000000e-01  9.87041137e-13  8.00000000e-01  2.02095836e-12  8.00000000e-01  1.02211009e-12  8.00000000e-01  2.22960979e-12 
 8.10000000e-01  9.87041137e-13  8.10000000e-01  2.02078213e-12  8.10000000e-01  1.02422480e-12  8.10000000e-01  2.22749508e-12 
 8.20000000e-01  9.87217363e-13  8.20000000e-01  2.02113458e-12  8.20000000e-01  1.02845422e-12  8.20000000e-01  2.22819999e-12 
 8.30000000e-01  9.87041137e-13  8.30000000e-01  2.02113458e-12  8.30000000e-01  1.02774931e-12  8.30000000e-01  2.22819999e-12 
 8.40000000e-01  9.87041137e-13  8.40000000e-01  2.02113458e-12  8.40000000e-01  1.02211009e-12  8.40000000e-01  2.23383922e-12 
 8.50000000e-01  9.87217363e-13  8.50000000e-01  2.02113458e-12  8.50000000e-01  1.02563460e-12  8.50000000e-01  2.23242941e-12 
 8.60000000e-01  9.87217363e-13  8.60000000e-01  2.02148703e-12  8.60000000e-01  1.02422480e-12  8.60000000e-01  2.23101960e-12 
 8.70000000e-01  9.87217363e-13  8.70000000e-01  2.02148703e-12  8.70000000e-01  1.02563460e-12  8.70000000e-01  2.22749508e-12 
 8.80000000e-01  9.87393588e-13  8.80000000e-01  2.02131081e-12  8.80000000e-01  1.01999538e-12  8.80000000e-01  2.22890489e-12 
 8.90000000e-01  9.87217363e-13  8.90000000e-01  2.02148703e-12  8.90000000e-01  1.02563460e-12  8.90000000e-01  2.22960979e-12 
 9.00000000e-01  9.87041137e-13  9.00000000e-01  2.02166326e-12  9.00000000e-01  1.02563460e-12  9.00000000e-01  2.23172451e-12 
 9.10000000e-01  9.87569814e-13  9.10000000e-01  2.02166326e-12  9.10000000e-01  1.02281499e-12  9.10000000e-01  2.22890489e-12 
 9.20000000e-01  9.87569814e-13  9.20000000e-01  2.02183949e-12  9.20000000e-01  1.02351989e-12  9.20000000e-01  2.23031470e-12 
 9.30000000e-01  9.87569814e-13  9.30000000e-01  2.02201571e-12  9.30000000e-01  1.02774931e-12  9.30000000e-01  2.22819999e-12 
 9.40000000e-01  9.87393588e-13  9.40000000e-01  2.02236816e-12  9.40000000e-01  1.02845422e-12  9.40000000e-01  2.23172451e-12 
 9.50000000e-01  9.87569814e-13  9.50000000e-01  2.02236816e-12  9.50000000e-01  1.02351989e-12  9.50000000e-01  2.22819999e-12 
 9.60000000e-01  9.87569814e-13  9.60000000e-01  2.02254439e-12  9.60000000e-01  1.02422480e-12  9.60000000e-01  2.23172451e-12 
 9.70000000e-01  9.87393588e-13  9.70000000e-01  2.02219194e-12  9.70000000e-01  1.02704441e-12  9.70000000e-01  2.23031470e-12 
 9.80000000e-01  9.87569814e-13  9.80000000e-01  2.02254439e-12  9.80000000e-01  1.02845422e-12  9.80000000e-01  2.23031470e-12 
 9.90000000e-01  9.87569814e-13  9.90000000e-01  2.02236816e-12  9.90000000e-01  1.02422480e-12  9.90000000e-01  2.22890489e-12 
 1.00000000e+00  9.87569814e-13  1.00000000e+00  2.02289684e-12  1.00000000e+00  1.02211009e-12  1.00000000e+00  2.22960979e-12 
 1.01000000e+00  9.87922266e-13  1.01000000e+00  2.02272062e-12  1.01000000e+00  1.02563460e-12  1.01000000e+00  2.23031470e-12 
 1.02000000e+00  9.87922266e-13  1.02000000e+00  2.02236816e-12  1.02000000e+00  1.02140518e-12  1.02000000e+00  2.23101960e-12 
 1.03000000e+00  9.87922266e-13  1.03000000e+00  2.02272062e-12  1.03000000e+00  1.02351989e-12  1.03000000e+00  2.23101960e-12 
 1.04000000e+00  9.87569814e-13  1.04000000e+00  2.02272062e-12  1.04000000e+00  1.02845422e-12  1.04000000e+00  2.23242941e-12 
 1.05000000e+00  9.87922266e-13  1.05000000e+00  2.02342552e-12  1.05000000e+00  1.02492970e-12  1.05000000e+00  2.23242941e-12 
 1.06000000e+00  9.87922266e-13  1.06000000e+00  2.02342552e-12  1.06000000e+00  1.02633951e-12  1.06000000e+00  2.22960979e-12 
